Booking No,Agent,Country,Tour Type,Booking Date,Amount,Status
BK040226,Booking.com,Canada,Wildlife,2026-11-22,4735,
BK040227,Cox & Kings,Canada,Leisure,2026-09-30,2877,Cancelled
BK040228,Booking.com,Spain,Family,2026-01-23,2465,Completed
BK040229,Booking.com,UAE,Leisure,2026-01-02,-2118,Pending
BK040230,Trailfinders,Canada,Cultural,2026-09-19,-525,Confirmed
BK040231,Booking.com,Japan,Adventure,2026-08-03,4724,Completed
BK040232,Kuoni,USA,Wildlife,13/13/13,2345,Completed
BK040233,Cox & Kings,France,Wildlife,2026.01.15,3719,Cancelled
BK040234,Kuoni,Japan,Family,2026-09-15,3695,Pending
BK040235,Kuoni,Italy,Leisure,,798,Completed
BK040236,Trailfinders,Japan,Honeymoon,2026-10-21,,Cancelled
BK040237,TUI,Italy,Leisure,2026-02-10,3485,Completed
BK003750,MakeMyTrip,UK,Adventure,2026-11-14,1324,Confirmed
BK040239,Booking.com,Canada,Cultural,2026-03-23,1229,Confirmed
BK040240,Trailfinders,Canada,Family,2026-12-17,2222,Pending
BK040241,Trailfinders,France,Business,2026-03-04,-2796,Pending
BK040242,Booking.com,Canada,Leisure,2026-08-14,2609,Cancelled
BK040243,Kuoni,UAE,Cultural,2026-07-07,-853,Cancelled
BK040244,Expedia,Canada,Family,2026-12-24,2418,Pending
BK040245,Booking.com,Germany,Business,2026-02-30,4289,Confirmed
BK017402,Expedia,Japan,Cultural,2026-10-24,345,Completed
BK040247,Trailfinders,,Adventure,2026-08-05,3113,Completed
BK040248,Trailfinders,Italy,Business,2026-09-10,1306,Completed
BK040249,Thomas Cook,Italy,Business,2026-02-03,null,Cancelled
BK040250,Kuoni,Spain,Honeymoon,2026-06-23,,Completed
BK026934,Expedia,UAE,Leisure,2026-12-08,4453,Cancelled
BK040252,MakeMyTrip,UK,Honeymoon,2026-04-06,3996,Completed
BK040253,Trailfinders,UK,Business,2026-01-20,-1180,Pending
BK040254,TUI,Canada,Adventure,2026-02-03,2166,Completed
BK040255,Expedia,Australia,Family,N/A,2662,Confirmed
BK040256,Kuoni,Canada,Leisure,2026-09-12,-651,Completed
BK040257,Expedia,,Adventure,2026-01-27,3805,Pending
BK040258,Booking.com,France,Wildlife,2026-07-11,2884,Completed
BK040259,Thomas Cook,Australia,Adventure,2026-09-27,3635,Cancelled
BK040260,TUI,Italy,Adventure,2026-03-21,4539,Pending
BK040261,Cox & Kings,Germany,Adventure,2026-04-07,,Cancelled
BK040262,Expedia,Spain,Honeymoon,,854,Confirmed
BK040263,Thomas Cook,USA,Wildlife,2026-06-06,2395,Confirmed
BK040264,Trailfinders,USA,Adventure,2026-11-02,1384,Cancelled
BK040265,Booking.com,Canada,Leisure,2026-05-21,1065,Confirmed
BK040266,MakeMyTrip,Spain,Business,2026-10-19,2804,Completed
BK010474,Expedia,UK,Business,2026-12-04,4800,Cancelled
BK040268,Kuoni,France,Honeymoon,2026-06-02,N/A,Pending
BK040269,Thomas Cook,USA,Honeymoon,2026-12-19,2026,Cancelled
BK040270,Kuoni,Canada,Wildlife,32/01/2026,3600,Pending
BK040271,,UAE,Leisure,2026-12-12,622,Completed
BK040272,Trailfinders,UK,Wildlife,2026-12-28,384,Confirmed
BK040273,TUI,UK,Adventure,2026-01-23,2413,Pending
BK040274,MakeMyTrip,UK,Wildlife,2026-04-27,,Completed
BK040275,Booking.com,UK,Leisure,2026-04-09,,Confirmed
BK040276,Thomas Cook,Australia,Honeymoon,2026-03-06,1629,Completed
BK040277,MakeMyTrip,Italy,Business,2026-03-29,1043,Confirmed
BK019101,Expedia,UK,Wildlife,2026-07-09,1068,Pending
BK040279,Thomas Cook,UAE,Cultural,2026-10-01,314,Pending
BK040280,TUI,UAE,Wildlife,2026-11-03,2891,Confirmed
BK040281,Cox & Kings,Australia,Business,2026-05-19,1721,Confirmed
BK035522,Thomas Cook,UK,Honeymoon,2026-08-30,316,Confirmed
BK040283,Booking.com,USA,Honeymoon,2026-12-28,2577,Pending
BK035317,Expedia,France,Business,2026-07-13,3341,Cancelled
BK040285,Kuoni,Japan,Family,2026-12-15,-2157,Pending
BK040286,Booking.com,Germany,Family,,484,Cancelled
BK040287,Trailfinders,Canada,Wildlife,2026-07-28,2559,Cancelled
BK040288,Trailfinders,Germany,,2026-09-10,4653,Completed
BK040289,Trailfinders,Germany,Leisure,2026-10-22,4521,Pending
BK040290,Trailfinders,UAE,Business,2026-01-11,3821,Cancelled
BK040291,Booking.com,Germany,Leisure,2026-04-12,122,Confirmed
BK040292,Kuoni,UAE,Leisure,31-31-2026,1416,Confirmed
BK020359,MakeMyTrip,Germany,Business,2026-01-20,1442,Completed
BK040294,Cox & Kings,Canada,Cultural,2026-05-13,2197,Pending
BK040295,TUI,Australia,Wildlife,2026-10-26,151,Cancelled
BK040296,MakeMyTrip,Italy,,2026-10-15,1580,Pending
BK040297,Expedia,USA,Wildlife,2026-03-10,N/A,Cancelled
BK030827,Trailfinders,UK,Honeymoon,2026-04-21,1186,Completed
BK040299,Booking.com,France,Business,2026-06-27,,Pending
BK040300,Thomas Cook,Canada,Wildlife,0000-00-00,116,Pending
BK040301,MakeMyTrip,UAE,Honeymoon,2026-07-07,983,Cancelled
BK026985,Booking.com,Australia,Wildlife,2026-12-31,469,Cancelled
BK040303,Thomas Cook,Germany,Business,2026-08-23,1301,Pending
BK040304,Cox & Kings,UK,Cultural,2026-06-30,-1194,Pending
BK040305,TUI,France,Wildlife,2026.01.15,2898,Completed
BK040306,MakeMyTrip,,Leisure,2026-03-25,3736,Completed
BK040307,MakeMyTrip,Canada,Family,2026-11-06,159,Pending
BK034896,Kuoni,Australia,Cultural,2026-08-03,3567,Completed
BK040309,MakeMyTrip,France,Adventure,2026-04-12,3618,Confirmed
BK040310,Cox & Kings,Spain,Family,,1926,Completed
BK040311,MakeMyTrip,USA,Cultural,2026-12-14,4744,Pending
BK040312,Cox & Kings,Japan,Cultural,2026-11-04,106,Pending
BK040313,Kuoni,France,Honeymoon,2026-03-07,1292,Pending
BK040314,Expedia,UAE,Wildlife,2026-11-30,3237,Completed
BK040315,Kuoni,UK,Adventure,2026-11-08,4094,Completed
BK040316,MakeMyTrip,UK,,2026-08-06,3203,Confirmed
BK040317,Trailfinders,Italy,Leisure,2026-08-16,4537,Confirmed
BK040318,TUI,Japan,Family,2026-06-18,1298,Completed
BK040319,Thomas Cook,Germany,Wildlife,2026-05-22,4858,Confirmed
BK040320,Thomas Cook,Spain,Cultural,2026-10-29,  ,Pending
BK022012,Trailfinders,Germany,Business,2026-07-12,4183,Pending
BK040322,Kuoni,Italy,Adventure,2026-01-23,4889,Completed
BK040323,MakeMyTrip,Spain,Honeymoon,2026-01-25,291,Cancelled
BK040324,Booking.com,UAE,Adventure,2026-09-28,293,Cancelled
BK040325,Kuoni,Germany,Wildlife,2026-04-29,692,Completed
BK010840,TUI,Australia,Honeymoon,2026-08-18,1381,Pending
BK040327,Thomas Cook,Spain,Adventure,2026-04-04,-2904,Confirmed
BK040328,Booking.com,France,Adventure,2026-08-12,4974,Confirmed
BK040329,Booking.com,Italy,Cultural,2026-11-06,4175,Completed
BK040330,MakeMyTrip,UK,Adventure,2026-05-07,3339,Cancelled
BK025148,Trailfinders,UK,Wildlife,2026-05-28,3709,Completed
BK040332,Kuoni,UAE,Wildlife,2026-11-04,-1040,Cancelled
BK040333,Trailfinders,USA,Adventure,2026-04-25,910,Confirmed
BK040334,Kuoni,USA,,2026-08-30,1875,Cancelled
BK040335,MakeMyTrip,UK,Family,13/13/13,3729,Completed
BK040336,Thomas Cook,Canada,Leisure,2026-04-08,4378,Cancelled
BK040337,Thomas Cook,Italy,,2026-08-30,2771,Pending
BK040338,Kuoni,UK,,2026-05-31,622,Confirmed
BK040339,TUI,Spain,Wildlife,2026-07-02,1789,Completed
BK040340,Booking.com,Germany,Business,2026-07-11,454,Pending
BK027404,Booking.com,Australia,Family,2026-06-19,2309,Confirmed
BK040342,Trailfinders,Canada,Family,2026-04-05,-1903,Cancelled
BK040343,Booking.com,UK,Adventure,13/13/13,324,Confirmed
BK040344,Expedia,USA,Business,2026-02-15,-931,Completed
BK040345,Trailfinders,Spain,Wildlife,2026-04-07,2449,Completed
BK040346,,France,Leisure,2026-01-09,466,Pending
BK040347,MakeMyTrip,USA,Cultural,N/A,2312,Pending
BK040348,Trailfinders,Canada,Adventure,2026-06-29,1736,Pending
BK024436,Cox & Kings,Spain,Leisure,2026-09-12,2685,Pending
BK040350,MakeMyTrip,Italy,Leisure,32/01/2026,396,Confirmed
BK040351,Expedia,UK,Family,2026-02-05,1198,Cancelled
BK040352,Expedia,Italy,Adventure,2026-09-16,"1,000",Confirmed
BK040353,TUI,UK,Business,2026-07-15,3339,
BK015320,TUI,USA,Adventure,2026-04-01,1963,Cancelled
BK040355,Booking.com,Australia,Honeymoon,2026-07-08,1815,Confirmed
BK040356,Kuoni,France,Family,2026-04-09,3660,Cancelled
BK040357,Thomas Cook,USA,Wildlife,2026-10-18,3400,Completed
BK040358,Cox & Kings,UAE,Wildlife,2026-10-10,1138,Completed
BK040359,Trailfinders,USA,Honeymoon,2026-03-27,2410,Confirmed
BK032941,Booking.com,Spain,Honeymoon,2026-04-14,3421,Cancelled
BK040361,MakeMyTrip,Spain,Family,2026-07-09,abc,Pending
BK040362,TUI,USA,Wildlife,2026/01/01/01,347,Pending
BK040363,Thomas Cook,USA,Leisure,2026-08-12,3480,Confirmed
BK040364,Expedia,UK,Honeymoon,2026-09-20,1292,Cancelled
BK040365,MakeMyTrip,Germany,Wildlife,2026-06-01,3555,Pending
BK040366,MakeMyTrip,Italy,Business,2026-13-45,4357,Confirmed
BK040367,Kuoni,Italy,Leisure,2026-02-11,-1210,Pending
BK040368,Thomas Cook,,Business,2026-11-05,215,Confirmed
BK018012,Booking.com,Japan,Leisure,2026-09-15,3685,Cancelled
BK019619,Expedia,UK,Honeymoon,2026-05-18,4751,Completed
BK040371,Cox & Kings,USA,Honeymoon,,4270,Pending
BK040372,TUI,Japan,Family,2026-11-11,3032,Completed
BK040373,Expedia,Italy,Business,2026-06-22,481,Confirmed
BK040374,Kuoni,Spain,Cultural,2026-06-29,3322,Completed
BK040375,MakeMyTrip,Canada,Business,2026-05-06,4852,Completed
BK040376,Cox & Kings,Canada,Adventure,2026-12-09,1671,Completed
BK009645,Cox & Kings,Italy,Wildlife,2026-05-25,745,Completed
BK040378,Thomas Cook,Italy,Honeymoon,13/13/13,2306,Confirmed
BK040379,Booking.com,UAE,Adventure,2026-06-02,-835,Pending
BK040380,Kuoni,UAE,Cultural,2026-01-06,-1140,Completed
BK040381,Booking.com,UAE,Family,2026-03-10,3608,Completed
BK040382,TUI,Japan,Honeymoon,2026-12-17,2267,Completed
BK040383,TUI,Spain,Cultural,,2641,Cancelled
BK040384,Thomas Cook,USA,Cultural,yesterday,3210,Confirmed
BK009455,Thomas Cook,Spain,Honeymoon,2026-04-04,3587,Confirmed
BK040386,Expedia,Japan,Business,2026-04-02,,Cancelled
BK040387,Kuoni,Spain,Honeymoon,2026-08-27,-1423,Completed
BK040388,Trailfinders,Australia,Wildlife,2026-04-13,1871,Completed
BK001634,Cox & Kings,France,Honeymoon,2026-01-30,4056,Confirmed
BK011085,Booking.com,Canada,Adventure,2026-11-27,2363,Completed
BK040391,Kuoni,UK,Wildlife,,3727,Completed
BK020553,Thomas Cook,Spain,Honeymoon,2026-06-12,3489,Completed
BK040393,Thomas Cook,France,Leisure,2026/01/01/01,3458,Completed
BK040394,Expedia,Australia,,2026-02-20,2766,Completed
BK040395,Expedia,UAE,Honeymoon,2026-12-18,2158,Cancelled
BK040396,Cox & Kings,USA,Adventure,2026-07-08,3960,Cancelled
BK040397,Thomas Cook,UAE,Cultural,2026-12-18,3481,Completed
BK040398,Booking.com,UK,Family,2026-07-25,789,Completed
BK040399,MakeMyTrip,Japan,Leisure,2026-13-45,319,Confirmed
BK040400,MakeMyTrip,France,Family,2026-09-09,4037,Pending
BK040401,Thomas Cook,Japan,Adventure,2026-09-22,NaN,Confirmed
BK040402,Booking.com,UAE,Wildlife,2026-07-02,831,Cancelled
BK040403,Kuoni,Australia,Business,2026-04-25,574,Cancelled
BK040404,Trailfinders,Australia,Adventure,2026-02-19,2534,Pending
BK040405,,Spain,Honeymoon,2026-03-27,3567,Pending
BK040406,Kuoni,UAE,Family,2026-08-13,148,Pending
BK040407,TUI,Germany,Leisure,2026-10-11,3155,Cancelled
BK040408,Kuoni,Germany,Honeymoon,2026-09-10,2887,Cancelled
BK040409,Booking.com,Italy,Business,2026-12-03,735,Pending
BK040410,MakeMyTrip,Canada,Wildlife,2026-07-23,4910,Cancelled
BK029531,Cox & Kings,UAE,Honeymoon,2026-09-09,4644,Pending
BK040412,Expedia,Germany,Business,2026-04-26,N/A,Pending
BK040413,Booking.com,France,Family,2026-11-03,774,Pending
BK040414,TUI,Spain,Business,,4873,Pending
BK040415,Thomas Cook,,Adventure,2026-05-19,3556,Completed
BK040416,Kuoni,UK,Adventure,2026-05-07,4509,Cancelled
BK028644,Expedia,Spain,Cultural,2026-05-19,2623,Cancelled
BK040418,Expedia,France,Leisure,2026-05-30,3490,Confirmed
BK008896,Trailfinders,Australia,Honeymoon,2026-06-07,4104,Pending
BK040420,Expedia,Spain,Business,2026-11-24,1859,Cancelled
BK040421,TUI,Japan,,2026-02-12,4316,Cancelled
BK040422,MakeMyTrip,Germany,Cultural,notadate,496,Confirmed
BK040423,Trailfinders,USA,Cultural,2026-02-10,1844,Completed
BK040424,Booking.com,,Family,2026-05-06,4085,Completed
BK028540,Booking.com,France,Adventure,2026-07-25,4614,Confirmed
BK040426,Kuoni,Spain,Family,2026-09-22,2200,Cancelled
BK001481,Kuoni,Japan,Wildlife,2026-06-21,4646,Confirmed
BK040428,TUI,USA,Cultural,2026-05-02,4827,Pending
BK040429,MakeMyTrip,UK,Adventure,2026-11-27,3134,Completed
BK031488,Cox & Kings,Germany,Cultural,2026-11-29,1192,Pending
BK040431,Thomas Cook,Canada,Business,2026-06-25,$500,Completed
BK040432,Thomas Cook,Spain,Leisure,2026-04-09,2835,Completed
BK040433,Thomas Cook,Australia,Honeymoon,2026-07-22,3673,Cancelled
BK025257,Thomas Cook,Germany,Cultural,2026-01-12,1292,Confirmed
BK035556,Cox & Kings,Spain,Wildlife,2026-04-26,4084,Confirmed
BK040436,TUI,USA,Adventure,2026-11-25,377,Confirmed
BK040437,MakeMyTrip,UAE,Honeymoon,31-31-2026,711,Cancelled
BK040438,MakeMyTrip,UK,Wildlife,2026-10-28,4675,Cancelled
BK040439,Booking.com,France,Business,2026-12-01,NaN,Cancelled
BK040440,,France,Adventure,2026-04-03,1544,Completed
BK040441,Thomas Cook,UK,Honeymoon,,957,Pending
BK035855,Expedia,Australia,Adventure,2026-04-19,3892,Cancelled
BK040443,Thomas Cook,UAE,Business,2026-11-30,2951,Pending
BK040444,Cox & Kings,Japan,Honeymoon,2026-12-26,4466,Confirmed
BK040445,Cox & Kings,UK,Family,2026-02-20,2283,Pending
BK002520,TUI,UK,Cultural,2026-06-26,3978,Completed
BK040447,Thomas Cook,UK,Honeymoon,2026-06-10,-1442,Pending
BK040448,Trailfinders,,Family,2026-09-14,3161,Completed
BK040449,Cox & Kings,UAE,Wildlife,2026-03-20,-2329,Pending
BK040450,Trailfinders,UK,Honeymoon,2026-07-01,2748,Cancelled
BK040451,TUI,Germany,Leisure,2026-02-30,1060,Pending
BK040452,Cox & Kings,Australia,Leisure,2026-03-15,-175,Pending
BK040453,Booking.com,France,Cultural,,1695,Pending
BK040454,,Japan,Business,2026-08-04,1055,Cancelled
BK040455,Booking.com,Japan,Honeymoon,2026-06-29,4100,Cancelled
BK040456,Trailfinders,Italy,Wildlife,2026-01-24,,Pending
BK040457,Cox & Kings,Australia,Wildlife,notadate,3858,Cancelled
BK040458,TUI,UK,Wildlife,2026-03-09,985,Pending
BK040459,Expedia,France,Honeymoon,2026-08-13,null,Pending
BK040460,Kuoni,Spain,Cultural,2026-12-18,3463,Completed
BK040461,Booking.com,Italy,Wildlife,2026-09-15,4898,Pending
BK028031,MakeMyTrip,Australia,Cultural,2026-07-28,3369,Cancelled
BK040463,Kuoni,Australia,Family,2026-08-29,null,Pending
BK040464,Expedia,UK,Adventure,2026-09-27,4680,Cancelled
BK040465,Booking.com,Italy,Honeymoon,2026-08-08,3411,Cancelled
BK040466,Expedia,UK,Family,2026-01-29,2424,Completed
BK040467,Expedia,USA,Adventure,2026-03-12,2366,Cancelled
BK040468,Cox & Kings,Japan,Wildlife,2026-02-11,-2039,Pending
BK040469,MakeMyTrip,UAE,Wildlife,2026-09-22,2991,Completed
BK040470,MakeMyTrip,Germany,Family,2026-04-01,475,Confirmed
BK040471,TUI,USA,Cultural,2026-01-19,4242,Pending
BK040472,Booking.com,USA,Leisure,2026.01.15,361,Confirmed
BK040473,TUI,UK,Wildlife,2026-12-29,----,Cancelled
BK040474,TUI,UK,Business,2026-12-21,1322,Confirmed
BK024763,MakeMyTrip,Spain,Wildlife,2026-09-21,4420,Cancelled
BK040476,Trailfinders,Germany,Cultural,2026/01/01/01,2600,Cancelled
BK040477,Kuoni,France,Honeymoon,2026-11-18,,Cancelled
BK040478,Thomas Cook,Canada,Family,2026-02-03,369,Confirmed
BK040479,TUI,USA,Honeymoon,2026-01-28,1860,Cancelled
BK040480,Trailfinders,Canada,Family,2026-12-01,2975,Pending
BK040481,Trailfinders,UAE,Leisure,2026-12-22,3563,Cancelled
BK000817,Kuoni,Germany,Business,2026-12-23,3376,Cancelled
BK040483,Kuoni,Germany,Adventure,2026-11-19,-1250,Cancelled
BK040484,Trailfinders,Canada,Business,13/13/13,4856,Confirmed
BK040485,Cox & Kings,France,Leisure,2026-11-11,4321,Pending
BK040486,Cox & Kings,UAE,Cultural,2026-07-10,,Pending
BK040487,MakeMyTrip,Germany,Honeymoon,2026-11-26,null,Pending
BK040488,Thomas Cook,France,Honeymoon,2026-01-22,$500,Pending
BK040489,Booking.com,USA,Honeymoon,2026-07-29,,Cancelled
BK040490,Kuoni,Japan,Leisure,yesterday,4616,Pending
BK040491,Expedia,Spain,Cultural,2026-02-14,3128,Pending
BK040492,,Canada,Leisure,2026-10-30,3474,Cancelled
BK040493,Thomas Cook,Italy,Family,2026-11-11,939,Cancelled
BK040494,Kuoni,Canada,Adventure,2026-10-29,1903,Cancelled
BK040495,Expedia,Italy,Wildlife,2026-05-17,-1954,Confirmed
BK040496,Booking.com,Germany,Family,notadate,4585,Cancelled
BK014365,Kuoni,Canada,Business,2026-06-19,4051,Completed
BK039051,Expedia,Japan,Cultural,2026-11-15,4486,Pending
BK040499,Kuoni,UAE,Family,2026-05-19,4738,Confirmed
BK040500,TUI,Canada,Leisure,2026-11-21,615,Completed
BK040501,TUI,USA,Leisure,2026-12-06,4585,Completed
BK040502,Expedia,USA,Cultural,2026-07-19,4992,Cancelled
BK040503,Thomas Cook,USA,Family,2026-11-22,2166,Confirmed
BK040504,TUI,Japan,Wildlife,2026-11-22,300,Pending
BK040505,Trailfinders,Germany,Leisure,,4999,Confirmed
BK040506,Trailfinders,USA,Business,2026-12-06,4114,Pending
BK039465,Expedia,UAE,Leisure,2026-05-21,827,Confirmed
BK002266,TUI,Germany,Adventure,2026-04-03,2523,Confirmed
BK040509,TUI,Germany,Wildlife,2026-10-24,2295,Pending
BK040510,Trailfinders,USA,Family,2026-05-05,,Cancelled
BK040511,Kuoni,Spain,Adventure,2026-07-04,500,Pending
BK040512,TUI,USA,Wildlife,2026-09-24,null,Confirmed
BK040513,Booking.com,Japan,Adventure,Jan 15 2026,954,Completed
BK040514,Kuoni,France,Business,2026-05-27,2060,Completed
BK040515,MakeMyTrip,UAE,Adventure,2026-13-45,321,Confirmed
BK040516,Cox & Kings,Canada,Family,2026-10-06,387,Confirmed
BK040517,Thomas Cook,Italy,Wildlife,2026-02-09,354,Cancelled
BK040518,Trailfinders,Germany,Family,2026-08-18,-2768,Confirmed
BK040519,Kuoni,Italy,Wildlife,,3608,Completed
BK040520,Cox & Kings,Japan,Leisure,2026-08-29,3112,Cancelled
BK040521,Kuoni,Spain,Business,2026-06-16,1302,Pending
BK040522,Booking.com,Spain,Cultural,2026-07-23,4032,Completed
BK040523,Cox & Kings,UK,Cultural,2026-10-02,1223,Completed
BK040524,Expedia,Italy,Business,2026-08-04,-964,Pending
BK040525,Thomas Cook,USA,Cultural,2026-09-11,3036,Confirmed
BK040526,Booking.com,USA,Honeymoon,2026-11-23,N/A,Cancelled
BK038742,Trailfinders,Germany,Adventure,2026-06-17,2311,Cancelled
BK040528,Thomas Cook,Italy,Family,2026-05-15,2406,Completed
BK040529,Expedia,UAE,Leisure,2026-04-13,2986,Pending
BK040530,Expedia,Italy,Cultural,2026-09-06,177,Completed
BK040531,Thomas Cook,USA,Adventure,2026-05-13,4580,Confirmed
BK040532,Thomas Cook,Germany,Business,2026-12-28,-1112,Cancelled
BK040533,Expedia,UK,Honeymoon,2026-11-16,1097,Completed
BK040534,TUI,Germany,Honeymoon,2026-06-30,-1111,Pending
BK040535,MakeMyTrip,Canada,Adventure,2026-08-14,,Confirmed
BK040536,MakeMyTrip,Japan,Business,2026-08-20,,Confirmed
BK040537,Expedia,Spain,Business,2026-10-16,594,Completed
BK001085,TUI,Japan,Business,2026-07-04,3819,Pending
BK040539,Thomas Cook,Canada,Cultural,2026-04-03,,Cancelled
BK040540,Thomas Cook,UAE,Business,2026-08-08,abc,Cancelled
BK040541,MakeMyTrip,Australia,Business,2026-03-13,3039,Confirmed
BK040542,Cox & Kings,Canada,Business,2026-01-01,606,Confirmed
BK040543,,UK,Honeymoon,2026-05-03,4903,Confirmed
BK040544,Kuoni,UAE,Leisure,2026-02-19,572,Confirmed
BK040545,Trailfinders,UK,Wildlife,2026-09-27,821,Cancelled
BK040546,Booking.com,USA,Adventure,13/13/13,379,Cancelled
BK040547,Thomas Cook,Italy,Cultural,2026-10-29,2885,Pending
BK040548,Thomas Cook,Italy,Honeymoon,2026-02-09,3128,Completed
BK040549,Thomas Cook,UK,Honeymoon,2026-11-09,737,Completed
BK037470,Kuoni,USA,Adventure,2026-05-18,3879,Confirmed
BK040551,MakeMyTrip,Japan,Honeymoon,2026-12-27,-1437,Confirmed
BK040552,Booking.com,Italy,Honeymoon,2026-10-11,1086,Pending
BK040553,Booking.com,Germany,Business,2026-09-20,3114,Pending
BK040554,Booking.com,Spain,Family,0000-00-00,3406,Completed
BK040555,Booking.com,Germany,Honeymoon,2026-03-12,2821,Pending
BK040556,Expedia,Italy,,2026-12-02,2340,Pending
BK040557,TUI,Italy,Leisure,2026-01-26,1350,Cancelled
BK040558,Cox & Kings,Australia,Family,2026-07-30,-276,Pending
BK040559,Cox & Kings,Australia,Adventure,2026-02-24,3917,Pending
BK006196,Cox & Kings,Australia,Leisure,2026-07-30,4013,Cancelled
BK040561,MakeMyTrip,UK,Cultural,2026-06-01,2234,Confirmed
BK040562,Cox & Kings,France,Adventure,2026-09-21,3173,Completed
BK040563,Trailfinders,Canada,Business,2026-07-26,3000,Confirmed
BK040564,Cox & Kings,,Wildlife,2026-03-05,3764,Cancelled
BK040565,Expedia,France,Leisure,2026-07-21,"1,000",Completed
BK040566,Kuoni,USA,Leisure,2026-12-05,1127,Confirmed
BK040567,Booking.com,UK,Cultural,2026-12-26,3985,Confirmed
BK040568,Cox & Kings,Canada,Family,2026-01-21,  ,Completed
BK040569,TUI,Canada,Honeymoon,2026-09-14,3616,Confirmed
BK040570,Cox & Kings,Australia,Leisure,2026-04-03,657,Cancelled
BK040571,Expedia,UAE,Adventure,2026-03-24,4191,Cancelled
BK040572,Trailfinders,UAE,Business,2026-03-19,1322,Pending
BK040573,MakeMyTrip,Germany,Honeymoon,2026-10-01,3523,Cancelled
BK040574,TUI,UAE,Business,2026-04-30,570,Completed
BK040575,Booking.com,Australia,Wildlife,2026-07-17,2049,Pending
BK040576,Cox & Kings,Germany,Honeymoon,2026-10-17,2424,Cancelled
BK040577,Thomas Cook,USA,Family,2026-07-20,612,Cancelled
BK040578,MakeMyTrip,Italy,Wildlife,2026-08-05,2834,Cancelled
BK040579,Cox & Kings,,Family,2026-11-08,4187,Pending
BK040580,MakeMyTrip,UK,Business,2026-01-29,-2043,Confirmed
BK040581,Cox & Kings,Spain,Cultural,2026-03-24,-2649,Cancelled
BK040582,Cox & Kings,UK,Leisure,2026-10-07,3003,Confirmed
BK040583,Booking.com,UAE,Family,2026-08-22,4256,Completed
BK040584,Kuoni,UK,Leisure,2026-10-24,NaN,Confirmed
BK040585,MakeMyTrip,Australia,Adventure,2026-10-31,186,Cancelled
BK040586,Kuoni,USA,Honeymoon,2026-01-04,2253,Cancelled
BK040587,Booking.com,Japan,Wildlife,2026.01.15,3433,Confirmed
BK040588,Trailfinders,Germany,Leisure,2026-03-29,3816,Cancelled
BK040589,Expedia,Spain,Family,2026-01-03,834,Confirmed
BK040590,Booking.com,UK,Family,2026-02-09,2941,Pending
BK040591,Thomas Cook,Italy,Cultural,2026-07-18,2440,Completed
BK040592,Kuoni,UAE,Wildlife,2026.01.15,4712,Completed
BK040593,Expedia,Spain,,2026-09-15,1504,Pending
BK040594,MakeMyTrip,Spain,Wildlife,2026-02-14,3609,Pending
BK040595,Booking.com,Germany,Adventure,2026-07-02,495,Pending
BK040596,Booking.com,Spain,Wildlife,2026-11-10,abc,Confirmed
BK040597,Cox & Kings,UK,Business,2026.01.15,2275,Confirmed
BK040598,Kuoni,UAE,Wildlife,2026-09-01,1240,
BK040599,Kuoni,Italy,Leisure,2026-01-06,2696,Completed
BK040600,Kuoni,UK,Family,2026-11-09,1648,Completed
BK040601,Cox & Kings,Germany,Family,2026-07-25,1611,Pending
BK040602,Kuoni,Japan,Cultural,2026-11-25,-2511,Confirmed
BK012647,Cox & Kings,France,Family,2026-05-09,3941,Cancelled
BK040604,Booking.com,France,Cultural,2026-02-30,2435,Pending
BK040605,Thomas Cook,Spain,Adventure,2026-11-30,  ,Pending
BK040606,Cox & Kings,UK,Adventure,2026-04-19,1049,Completed
BK040607,Cox & Kings,Canada,Adventure,2026-04-08,221,Completed
BK040608,TUI,Australia,Cultural,2026-13-45,4433,Pending
BK040609,MakeMyTrip,USA,Honeymoon,2026-02-30,2249,Pending
BK040610,Trailfinders,UAE,Family,2026-11-27,3488,Pending
BK040611,TUI,Spain,Adventure,2026-05-16,4479,Confirmed
BK000347,Kuoni,Canada,Adventure,2026-06-18,4456,Pending
BK040613,MakeMyTrip,Spain,Cultural,2026-08-19,4987,Confirmed
BK040614,Booking.com,Spain,Leisure,2026-11-26,1840,Pending
BK040615,Kuoni,Australia,Honeymoon,2026-04-20,1485,Pending
BK040616,Cox & Kings,Japan,Business,2026-12-10,-1556,Pending
BK040617,TUI,UAE,Business,2026-12-26,-1880,Confirmed
BK040618,TUI,Germany,Adventure,2026-05-02,531,Cancelled
BK040619,Trailfinders,UAE,Wildlife,2026-10-27,4012,Cancelled
BK040620,TUI,Canada,Business,2026-01-14,1559,Cancelled
BK040621,Kuoni,Japan,Leisure,2026-05-23,  ,Completed
BK040622,Cox & Kings,Spain,Family,2026-04-04,N/A,Confirmed
BK040623,Thomas Cook,Italy,Adventure,2026-05-20,4972,Pending
BK040624,TUI,Canada,Adventure,2026-03-20,4916,Confirmed
BK040625,Kuoni,Germany,Leisure,2026-08-20,,Completed
BK040626,MakeMyTrip,Canada,Family,2026-05-15,4239,Cancelled
BK040627,MakeMyTrip,USA,Business,2026-10-04,2004,Confirmed
BK040628,TUI,Canada,Family,2026-07-13,2403,Confirmed
BK040629,TUI,Italy,Adventure,2026-01-28,-2929,Pending
BK040630,MakeMyTrip,USA,Leisure,2026-02-01,-863,Completed
